id,instagram_url,soundcloud_url
1,https://www.instagram.com/melsstarr,https://soundcloud.com/mel-starr-music
2,https://www.instagram.com/nick_prato/
3
4,https://www.instagram.com/beatsmode/
5,https://www.instagram.com/iasumusic/?hl=en
6,https://www.instagram.com/see.ooper/?hl=en,
